Time,Asset,Timeframe,Type,Confidence,Price,Status,Return
2025-01-14 19:00:00,Chainlink,1D,LONG 🟢,41%,22.14,HIT TP 🟢,14.00%
2025-01-13 19:00:00,Nasdaq 100,4D,LONG 🟢,47%,21441.16015625,HIT SL 🔴,-3.00%
2025-01-13 19:00:00,Cardano,1D,LONG 🟢,42%,0.9974,HIT TP 🟢,14.00%
2025-01-12 19:00:00,Arbitrum,4D,SHORT 🔴,53%,0.7674,HIT TP 🟢,14.00%
2025-01-11 19:00:00,Avalanche,4D,LONG 🟢,49%,39.93,HIT SL 🔴,-4.00%
2025-01-08 19:00:00,Silver Futures,4D,LONG 🟢,42%,31.090999603271484,HIT SL 🔴,-3.00%
2025-01-08 19:00:00,GBP/USD,1D,SHORT 🔴,62%,1.2359870672225952,HIT TP 🟢,2.00%
2025-01-07 00:00:00,Silver Futures,1D,LONG 🟢,41%,30.44700050354004,HIT TP 🟢,7.00%
2025-01-06 00:00:00,Nasdaq 100,1D,LONG 🟢,45%,21559.5,HIT SL 🔴,-3.00%
2025-01-06 00:00:00,S&P 500,1D,LONG 🟢,46%,5975.3798828125,HIT SL 🔴,-3.00%
2025-01-05 08:00:00,AUS 200,1D,LONG 🟢,43%,8288.5,TIME LIMIT ⌛,-1.09%
2025-01-02 00:00:00,Gold Futures,1D,LONG 🟢,56%,2658.89990234375,HIT TP 🟢,7.00%
2025-01-01 19:00:00,Nasdaq 100,4D,LONG 🟢,45%,21326.16015625,HIT SL 🔴,-3.00%
2025-01-01 19:00:00,EUR/USD,1D,SHORT 🔴,62%,1.0351860523223877,FLIP 🔄,-0.66%
2024-12-28 19:00:00,US Oil,4D,LONG 🟢,49%,71.72000122070312,HIT TP 🟢,7.00%
2024-12-27 19:00:00,GBP/USD,4D,SHORT 🔴,55%,1.254909873008728,HIT TP 🟢,2.00%
2024-12-27 00:00:00,US Oil,1D,LONG 🟢,53%,70.5999984741211,HIT TP 🟢,7.00%
2024-12-26 00:00:00,US Oil,1D,SHORT 🔴,43%,69.62000274658203,FLIP 🔄,-1.41%
2024-12-25 19:00:00,AUD/USD,1D,SHORT 🔴,75%,0.6244574785232544,FLIP 🔄,-0.58%
2024-12-24 19:00:00,GBP/USD,1D,SHORT 🔴,65%,1.2536041736602783,HIT TP 🟢,2.00%
2024-12-24 00:00:00,S&P 500,1D,LONG 🟢,51%,6040.0400390625,HIT SL 🔴,-3.00%
2024-12-23 00:00:00,Nasdaq 100,1D,LONG 🟢,48%,21503.169921875,HIT SL 🔴,-3.00%
2024-12-22 08:00:00,AUS 200,1D,SHORT 🔴,40%,8201.599609375,FLIP 🔄,-1.06%
2024-12-17 19:00:00,AUD/USD,1D,SHORT 🔴,64%,0.6341153979301453,HIT TP 🟢,2.00%
2024-12-12 19:00:00,GBP/USD,1D,SHORT 🔴,60%,1.2677323818206787,HIT TP 🟢,2.00%
2024-12-12 00:00:00,Silver Futures,1D,SHORT 🔴,47%,31.22800064086914,HIT TP 🟢,7.00%
2024-12-11 00:00:00,US Oil,1D,LONG 🟢,51%,70.29000091552734,FLIP 🔄,-0.95%
2024-12-09 19:00:00,AUD/USD,1D,SHORT 🔴,66%,0.643790602684021,HIT TP 🟢,2.00%
2024-12-09 00:00:00,S&P 500,1D,LONG 🟢,53%,6052.85009765625,HIT SL 🔴,-3.00%
2024-12-05 19:00:00,GBP/USD,1D,LONG 🟢,57%,1.2759333848953247,FLIP 🔄,-0.64%
2024-12-04 00:00:00,Silver Futures,1D,LONG 🟢,46%,31.5049991607666,FLIP 🔄,-0.88%
2024-12-03 19:00:00,EUR/USD,4D,SHORT 🔴,59%,1.058559536933899,HIT TP 🟢,2.00%
2024-12-03 00:00:00,US Oil,1D,LONG 🟢,41%,69.94000244140625,HIT SL 🔴,-3.00%
2024-12-02 00:00:00,DXY Index,1D,LONG 🟢,65%,106.44999694824219,FLIP 🔄,1.51%
2024-11-26 19:00:00,BNB,1D,LONG 🟢,41%,643.6,HIT TP 🟢,14.00%
2024-11-25 19:00:00,GBP/USD,4D,SHORT 🔴,56%,1.2696800231933594,HIT TP 🟢,2.00%
2024-11-25 19:00:00,Gold Futures,4D,LONG 🟢,48%,2657,HIT TP 🟢,7.00%
2024-11-24 19:00:00,EUR/USD,1D,SHORT 🔴,83%,1.0479873418807983,HIT TP 🟢,2.00%
2024-11-21 00:00:00,Gold Futures,1D,LONG 🟢,42%,2672.10009765625,HIT SL 🔴,-3.00%
2024-11-18 19:00:00,AUD/USD,1D,SHORT 🔴,66%,0.650590181350708,HIT TP 🟢,2.00%
2024-11-18 19:00:00,EUR/USD,1D,SHORT 🔴,83%,1.059490442276001,HIT TP 🟢,2.00%
2024-11-18 19:00:00,GBP/USD,1D,SHORT 🔴,79%,1.2679253816604614,FLIP 🔄,-0.63%
2024-11-16 19:00:00,AUD/USD,4D,SHORT 🔴,47%,0.6541501879692078,HIT TP 🟢,2.00%
2024-11-13 19:00:00,Arbitrum,1D,LONG 🟢,40%,0.5793,HIT TP 🟢,14.00%
2024-11-13 19:00:00,Arbitrum,4D,LONG 🟢,55%,0.6721,HIT TP 🟢,14.00%
2024-11-10 19:00:00,AUD/USD,1D,SHORT 🔴,65%,0.65845787525177,HIT TP 🟢,2.00%
2024-11-08 00:00:00,Gold Futures,1D,SHORT 🔴,41%,2687.5,FLIP 🔄,0.57%
2024-11-07 19:00:00,AUD/USD,1D,LONG 🟢,60%,0.6676815152168274,FLIP 🔄,-1.38%
2024-11-06 19:00:00,EUR/USD,1D,SHORT 🔴,57%,1.073306918144226,HIT TP 🟢,2.00%
2024-11-06 19:00:00,GBP/USD,1D,SHORT 🔴,61%,1.2883278131484985,HIT TP 🟢,2.00%
2024-11-05 19:00:00,Arbitrum,1D,LONG 🟢,43%,0.5501,HIT TP 🟢,14.00%
2024-11-05 19:00:00,EUR/USD,1D,LONG 🟢,51%,1.093445897102356,FLIP 🔄,-1.84%
2024-11-05 19:00:00,Cardano,1D,LONG 🟢,50%,0.3626,HIT TP 🟢,14.00%
2024-11-05 19:00:00,GBP/USD,1D,LONG 🟢,56%,1.3043591976165771,FLIP 🔄,-1.23%
2024-11-05 19:00:00,Gold Futures,4D,LONG 🟢,43%,2687.5,HIT SL 🔴,-3.00%
2024-11-05 19:00:00,BNB,1D,LONG 🟢,41%,588.24,HIT TP 🟢,14.00%
2024-11-05 19:00:00,EUR/USD,4D,SHORT 🔴,55%,1.0795172452926636,HIT TP 🟢,2.00%
2024-11-05 19:00:00,Ethereum,1D,LONG 🟢,46%,2719.14,HIT TP 🟢,14.00%
2024-11-05 19:00:00,XRP,4D,LONG 🟢,42%,0.5597,HIT TP 🟢,14.00%
2024-10-31 20:00:00,AUD/USD,4D,SHORT 🔴,50%,0.6591914296150208,HIT TP 🟢,2.00%
2024-10-30 20:00:00,GBP/USD,1D,SHORT 🔴,59%,1.2959579229354858,FLIP 🔄,-0.65%
2024-10-30 00:00:00,Nasdaq 100,1D,LONG 🟢,50%,20387.69921875,HIT TP 🟢,7.00%
2024-10-29 20:00:00,Nasdaq 100,4D,LONG 🟢,48%,20033.140625,HIT TP 🟢,7.00%
2024-10-29 20:00:00,S&P 500,4D,LONG 🟢,48%,5728.7998046875,HIT TP 🟢,7.00%
2024-10-28 09:00:00,AUS 200,1D,LONG 🟢,47%,8249.2001953125,FLIP 🔄,-0.58%
2024-10-26 20:00:00,BNB,1D,LONG 🟢,43%,587.1,HIT SL 🔴,-4.00%
2024-10-24 19:00:00,AUD/USD,1D,SHORT 🔴,68%,0.663702130317688,FLIP 🔄,-0.60%
2024-10-23 20:00:00,BNB,1D,LONG 🟢,40%,593.3,HIT SL 🔴,-4.00%
2024-10-22 20:00:00,Avalanche,1D,SHORT 🔴,47%,26.74,HIT TP 🟢,14.00%
2024-10-22 20:00:00,Bitcoin,1D,LONG 🟢,41%,66669.22,HIT TP 🟢,14.00%
2024-10-20 20:00:00,AUS 200,4D,LONG 🟢,51%,8211.2998046875,HIT SL 🔴,-3.00%
2024-10-16 19:00:00,EUR/USD,1D,SHORT 🔴,67%,1.0862481594085693,FLIP 🔄,-0.66%
2024-10-12 20:00:00,Dogecoin,1D,LONG 🟢,42%,0.1114,HIT TP 🟢,14.00%
2024-10-12 20:00:00,GBP/USD,4D,SHORT 🔴,53%,1.29902184009552,HIT TP 🟢,2.00%
2024-10-11 20:00:00,Dogecoin,4D,LONG 🟢,41%,0.11753,HIT TP 🟢,14.00%
2024-10-11 20:00:00,AUD/USD,4D,SHORT 🔴,53%,0.6682080030441284,HIT TP 🟢,2.00%
2024-10-11 00:00:00,Silver Futures,1D,LONG 🟢,53%,31.520000457763672,HIT TP 🟢,7.00%
2024-10-10 00:00:00,S&P 500,1D,LONG 🟢,59%,5780.0498046875,TIME LIMIT ⌛,5.37%
2024-10-07 19:00:00,AUD/USD,1D,SHORT 🔴,61%,0.6755999326705933,HIT TP 🟢,2.00%
2024-10-04 20:00:00,EUR/USD,4D,SHORT 🔴,60%,1.0975743532180786,HIT TP 🟢,2.00%
2024-10-03 19:00:00,GBP/USD,1D,SHORT 🔴,63%,1.3130252361297607,HIT TP 🟢,2.00%
2024-10-02 20:00:00,DXY Index,4D,LONG 🟢,53%,102.5199966430664,HIT TP 🟢,7.00%
2024-10-02 00:00:00,Gold Futures,1D,LONG 🟢,49%,2647.10009765625,FLIP 🔄,1.53%
2024-10-02 00:00:00,DXY Index,1D,LONG 🟢,62%,101.68000030517578,TIME LIMIT ⌛,4.33%
2024-10-01 19:00:00,EUR/USD,1D,SHORT 🔴,58%,1.1063904762268066,HIT TP 🟢,2.00%
2024-09-30 20:00:00,GBP/USD,4D,LONG 🟢,58%,1.3130252361297607,FLIP 🔄,-1.07%
2024-09-29 20:00:00,AUD/USD,4D,LONG 🟢,55%,0.6850300431251526,FLIP 🔄,-2.46%
2024-09-23 19:00:00,AUD/USD,1D,LONG 🟢,58%,0.6834102272987366,FLIP 🔄,-1.14%
2024-09-23 19:00:00,GBP/USD,1D,LONG 🟢,49%,1.3349887132644653,FLIP 🔄,-1.65%
2024-09-18 20:00:00,Arbitrum,1D,LONG 🟢,50%,0.5587,HIT TP 🟢,14.00%
2024-09-17 20:00:00,Avalanche,4D,LONG 🟢,40%,27.93,HIT SL 🔴,-4.00%
2024-09-16 20:00:00,Bitcoin,1D,LONG 🟢,46%,60223.65,HIT TP 🟢,14.00%
2024-09-15 20:00:00,BNB,1D,LONG 🟢,42%,534.5,HIT TP 🟢,14.00%
2024-09-12 19:00:00,GBP/USD,1D,LONG 🟢,57%,1.313232183456421,HIT TP 🟢,2.00%
2024-09-12 19:00:00,AUD/USD,1D,LONG 🟢,62%,0.6726899147033691,HIT TP 🟢,2.00%
2024-09-12 19:00:00,EUR/USD,1D,LONG 🟢,53%,1.1077877283096313,FLIP 🔄,-0.13%
2024-09-12 00:00:00,Silver Futures,1D,LONG 🟢,51%,29.743000030517578,HIT TP 🟢,7.00%
2024-09-11 19:00:00,GBP/USD,1D,SHORT 🔴,56%,1.3039510250091553,FLIP 🔄,-0.71%
2024-09-11 00:00:00,Nasdaq 100,1D,LONG 🟢,50%,19237.30078125,HIT TP 🟢,7.00%
2024-09-10 20:00:00,Silver Futures,4D,LONG 🟢,50%,30.698999404907227,HIT TP 🟢,7.00%
2024-09-09 19:00:00,EUR/USD,1D,SHORT 🔴,55%,1.1037527322769165,FLIP 🔄,-0.37%
2024-09-08 19:00:00,AUD/USD,1D,SHORT 🔴,62%,0.6670802235603333,FLIP 🔄,-0.84%
2024-09-06 20:00:00,GBP/USD,4D,LONG 🟢,59%,1.3080273866653442,HIT TP 🟢,2.00%
2024-09-03 00:00:00,DXY Index,1D,SHORT 🔴,54%,101.83000183105469,FLIP 🔄,0.15%
2024-08-29 10:00:00,AUS 200,1D,LONG 🟢,55%,8091.89990234375,TIME LIMIT ⌛,1.48%
2024-08-25 20:00:00,EUR/USD,4D,LONG 🟢,57%,1.10804545879364,FLIP 🔄,-0.95%
2024-08-25 20:00:00,Arbitrum,1D,SHORT 🔴,42%,0.573,HIT TP 🟢,14.00%
2024-08-22 19:00:00,AUD/USD,1D,LONG 🟢,65%,0.6708199381828308,FLIP 🔄,-0.56%
2024-08-22 19:00:00,GBP/USD,1D,LONG 🟢,57%,1.3097747564315796,FLIP 🔄,-0.44%
2024-08-22 19:00:00,EUR/USD,1D,LONG 🟢,45%,1.111716389656067,FLIP 🔄,-0.72%
2024-08-22 00:00:00,Gold Futures,1D,LONG 🟢,52%,2478.89990234375,HIT TP 🟢,7.00%
2024-08-16 20:00:00,AUD/USD,4D,LONG 🟢,50%,0.6747274398803711,HIT TP 🟢,2.00%
2024-08-13 19:00:00,AUD/USD,1D,LONG 🟢,61%,0.6638598442077637,HIT TP 🟢,2.00%
2024-08-13 19:00:00,GBP/USD,1D,LONG 🟢,58%,1.2866700887680054,HIT TP 🟢,2.00%
2024-08-13 00:00:00,S&P 500,1D,LONG 🟢,51%,5434.43017578125,TIME LIMIT ⌛,6.58%
2024-08-10 20:00:00,S&P 500,4D,LONG 🟢,47%,5455.2099609375,HIT TP 🟢,7.00%
2024-08-09 20:00:00,GBP/USD,4D,LONG 🟢,51%,1.2866700887680054,HIT TP 🟢,2.00%
2024-08-05 20:00:00,GBP/USD,4D,SHORT 🔴,53%,1.2747459411621094,FLIP 🔄,-0.94%
2024-08-05 19:00:00,AUD/USD,1D,SHORT 🔴,58%,0.6515498757362366,FLIP 🔄,-1.89%
2024-08-04 20:00:00,AUD/USD,4D,SHORT 🔴,54%,0.659200131893158,FLIP 🔄,-2.36%
2024-08-04 19:00:00,EUR/USD,1D,LONG 🟢,49%,1.0910836458206177,HIT TP 🟢,2.00%
2024-08-01 20:00:00,BNB,1D,SHORT 🔴,43%,542.1,HIT TP 🟢,14.00%
2024-08-01 20:00:00,GBP/USD,4D,LONG 🟢,60%,1.2788705825805664,FLIP 🔄,-0.32%
2024-08-01 20:00:00,EUR/USD,4D,LONG 🟢,52%,1.0950982570648191,HIT TP 🟢,2.00%
2024-07-31 00:00:00,S&P 500,1D,LONG 🟢,46%,5522.2998046875,HIT SL 🔴,-3.00%
2024-07-30 19:00:00,GBP/USD,1D,SHORT 🔴,55%,1.2836971282958984,FLIP 🔄,-0.23%
2024-07-29 19:00:00,AUD/USD,1D,SHORT 🔴,66%,0.6551405787467957,HIT TP 🟢,2.00%
2024-07-29 19:00:00,EUR/USD,1D,SHORT 🔴,56%,1.081946611404419,FLIP 🔄,-0.84%
2024-07-28 20:00:00,EUR/USD,4D,SHORT 🔴,53%,1.078760266304016,FLIP 🔄,-1.51%
2024-07-28 20:00:00,GBP/USD,4D,SHORT 🔴,53%,1.27289617061615,FLIP 🔄,-0.47%
2024-07-22 00:00:00,S&P 500,1D,LONG 🟢,62%,5564.41015625,HIT SL 🔴,-3.00%
2024-07-21 19:00:00,AUD/USD,1D,SHORT 🔴,57%,0.6696308851242065,HIT TP 🟢,2.00%
2024-07-19 20:00:00,AUD/USD,4D,SHORT 🔴,55%,0.6612094640731812,HIT TP 🟢,2.00%
2024-07-19 00:00:00,US Oil,1D,SHORT 🔴,41%,80.12999725341797,HIT TP 🟢,7.00%
2024-07-19 00:00:00,S&P 500,1D,SHORT 🔴,45%,5505,FLIP 🔄,-1.08%
2024-07-18 20:00:00,Avalanche,1D,LONG 🟢,43%,28.19,HIT TP 🟢,14.00%
2024-07-17 20:00:00,S&P 500,4D,LONG 🟢,48%,5505,HIT SL 🔴,-3.00%
2024-07-17 00:00:00,Silver Futures,1D,SHORT 🔴,44%,30.136999130249023,HIT TP 🟢,7.00%
2024-07-16 20:00:00,GBP/USD,4D,LONG 🟢,53%,1.2951691150665283,FLIP 🔄,-1.72%
2024-07-13 20:00:00,Solana,1D,LONG 🟢,44%,147.66,HIT TP 🟢,14.00%
2024-07-11 20:00:00,AUD/USD,4D,LONG 🟢,55%,0.6763300895690918,FLIP 🔄,-2.24%
2024-07-10 19:00:00,AUD/USD,1D,LONG 🟢,55%,0.6751797795295715,FLIP 🔄,-0.82%
2024-07-10 19:00:00,GBP/USD,1D,LONG 🟢,54%,1.285264492034912,FLIP 🔄,-0.12%
2024-07-08 00:00:00,US Oil,1D,LONG 🟢,49%,82.33000183105469,FLIP 🔄,-2.67%
2024-07-05 00:00:00,DXY Index,1D,SHORT 🔴,54%,104.87999725341797,TIME LIMIT ⌛,3.03%
2024-07-03 19:00:00,EUR/USD,1D,LONG 🟢,57%,1.0793308019638062,FLIP 🔄,0.24%
2024-07-03 10:00:00,AUS 200,1D,LONG 🟢,67%,7831.7998046875,TIME LIMIT ⌛,2.72%
2024-07-03 00:00:00,Gold Futures,1D,LONG 🟢,61%,2359.800048828125,HIT TP 🟢,7.00%
2024-07-02 20:00:00,DXY Index,4D,SHORT 🔴,53%,104.87999725341795,FLIP 🔄,2.25%
2024-07-02 19:00:00,GBP/USD,1D,LONG 🟢,55%,1.2690355777740479,HIT TP 🟢,2.00%
2024-06-30 20:00:00,EUR/USD,4D,LONG 🟢,52%,1.0810693502426147,FLIP 🔄,-0.21%
2024-06-30 20:00:00,GBP/USD,4D,LONG 🟢,51%,1.2755752801895142,HIT TP 🟢,2.00%
2024-06-29 20:00:00,Bitcoin,1D,SHORT 🔴,41%,62840.74,HIT TP 🟢,14.00%
2024-06-29 20:00:00,BNB,1D,SHORT 🔴,48%,582.2,HIT TP 🟢,14.00%
2024-06-26 20:00:00,AUS 200,4D,LONG 🟢,51%,7750.7001953125,HIT TP 🟢,7.00%
2024-06-24 00:00:00,Nasdaq 100,1D,LONG 🟢,50%,19474.619140625,HIT SL 🔴,-3.00%
2024-06-22 20:00:00,GBP/USD,4D,SHORT 🔴,53%,1.262179970741272,FLIP 🔄,-1.06%
2024-06-21 00:00:00,S&P 500,1D,LONG 🟢,54%,5464.6201171875,FLIP 🔄,0.74%
2024-06-18 19:00:00,AUD/USD,1D,LONG 🟢,67%,0.6661200523376465,HIT TP 🟢,2.00%
2024-06-16 19:00:00,AUD/USD,1D,SHORT 🔴,66%,0.6612882018089294,FLIP 🔄,-0.73%
2024-06-16 19:00:00,GBP/USD,1D,SHORT 🔴,50%,1.2683112621307373,FLIP 🔄,-0.06%
2024-06-14 20:00:00,Silver Futures,4D,LONG 🟢,42%,29.5049991607666,HIT TP 🟢,7.00%
2024-06-13 00:00:00,DXY Index,1D,LONG 🟢,41%,105.19999694824219,FLIP 🔄,-0.30%
2024-06-12 19:00:00,AUD/USD,1D,LONG 🟢,63%,0.6662899851799011,FLIP 🔄,-0.75%
2024-06-12 00:00:00,US Oil,1D,LONG 🟢,46%,78.5,HIT TP 🟢,7.00%
2024-06-12 00:00:00,DXY Index,1D,SHORT 🔴,44%,104.6500015258789,FLIP 🔄,-0.53%
2024-06-11 20:00:00,Ethereum,1D,SHORT 🔴,44%,3561.35,HIT TP 🟢,14.00%
2024-06-09 20:00:00,Bitcoin,1D,LONG 🟢,40%,69510.12,HIT SL 🔴,-4.00%
2024-06-09 19:00:00,EUR/USD,1D,SHORT 🔴,49%,1.0778882503509521,FLIP 🔄,-0.13%
2024-06-09 19:00:00,AUD/USD,1D,SHORT 🔴,64%,0.6582714915275574,FLIP 🔄,-1.22%
2024-06-07 00:00:00,DXY Index,1D,LONG 🟢,46%,104.88999938964844,FLIP 🔄,-0.23%
2024-06-06 20:00:00,EUR/USD,4D,SHORT 🔴,50%,1.0764262676239014,FLIP 🔄,-0.43%
2024-06-06 20:00:00,Dogecoin,1D,SHORT 🔴,41%,0.14832,HIT TP 🟢,14.00%
2024-06-04 20:00:00,DXY Index,4D,LONG 🟢,52%,104.88999938964844,FLIP 🔄,-0.01%
2024-06-03 19:00:00,GBP/USD,1D,LONG 🟢,54%,1.2810165882110596,FLIP 🔄,-0.99%
2024-05-31 20:00:00,DXY Index,4D,SHORT 🔴,54%,104.11000061035156,FLIP 🔄,-0.75%
2024-05-30 20:00:00,XRP,1D,SHORT 🔴,45%,0.5175,HIT TP 🟢,14.00%
2024-05-30 19:00:00,EUR/USD,1D,LONG 🟢,55%,1.0835410356521606,FLIP 🔄,-0.52%
2024-05-30 00:00:00,DXY Index,1D,SHORT 🔴,49%,104.72000122070312,FLIP 🔄,-0.16%
2024-05-29 19:00:00,EUR/USD,1D,SHORT 🔴,53%,1.0801819562911987,FLIP 🔄,-0.31%
2024-05-29 00:00:00,DXY Index,1D,LONG 🟢,48%,105.0999984741211,FLIP 🔄,-0.36%
2024-05-28 00:00:00,US Oil,1D,LONG 🟢,40%,79.83000183105469,HIT SL 🔴,-3.00%
2024-05-25 20:00:00,Gold Futures,4D,LONG 🟢,49%,2340.300048828125,HIT TP 🟢,7.00%
2024-05-24 00:00:00,DXY Index,1D,SHORT 🔴,56%,104.72000122070312,FLIP 🔄,-0.36%
2024-05-23 00:00:00,DXY Index,1D,LONG 🟢,56%,105.11000061035156,FLIP 🔄,-0.37%
2024-05-22 20:00:00,BNB,1D,LONG 🟢,42%,597.3,HIT TP 🟢,14.00%
2024-05-20 20:00:00,AUD/USD,4D,LONG 🟢,54%,0.6601487994194031,HIT TP 🟢,2.00%
2024-05-19 20:00:00,DXY Index,4D,LONG 🟢,51%,105.11000061035156,FLIP 🔄,-0.95%
2024-05-19 20:00:00,Arbitrum,1D,LONG 🟢,60%,1.123,HIT TP 🟢,14.00%
2024-05-18 20:00:00,Ethereum,1D,LONG 🟢,46%,3072.22,HIT TP 🟢,14.00%
2024-05-17 20:00:00,Dogecoin,1D,LONG 🟢,41%,0.15309,HIT TP 🟢,14.00%
2024-05-16 00:00:00,US Oil,1D,SHORT 🔴,43%,79.2300033569336,FLIP 🔄,-0.76%
2024-05-14 19:00:00,AUD/USD,1D,LONG 🟢,62%,0.6626027226448059,FLIP 🔄,-0.65%
2024-05-13 20:00:00,GBP/USD,4D,LONG 🟢,52%,1.2672007083892822,FLIP 🔄,-0.40%
2024-05-13 19:00:00,GBP/USD,1D,LONG 🟢,55%,1.2561867237091064,HIT TP 🟢,2.00%
2024-05-11 20:00:00,DXY Index,4D,SHORT 🔴,53%,104.3499984741211,FLIP 🔄,-0.73%
2024-05-09 20:00:00,EUR/USD,4D,LONG 🟢,52%,1.079354166984558,FLIP 🔄,-0.27%
2024-05-09 00:00:00,DXY Index,1D,SHORT 🔴,48%,105.2300033569336,FLIP 🔄,0.11%
2024-05-08 20:00:00,Dogecoin,4D,SHORT 🔴,45%,0.14118,HIT SL 🔴,-4.00%
2024-05-08 00:00:00,DXY Index,1D,LONG 🟢,46%,105.55000305175781,FLIP 🔄,-0.30%
2024-05-07 19:00:00,GBP/USD,1D,SHORT 🔴,55%,1.25014066696167,FLIP 🔄,-0.48%
2024-05-06 00:00:00,Silver Futures,1D,LONG 🟢,44%,27.368999481201172,HIT TP 🟢,7.00%
2024-05-05 19:00:00,EUR/USD,1D,LONG 🟢,55%,1.0758124589920044,FLIP 🔄,0.41%
2024-05-05 10:00:00,AUS 200,1D,LONG 🟢,44%,7682.39990234375,TIME LIMIT ⌛,0.47%
2024-05-02 20:00:00,Nasdaq 100,4D,LONG 🟢,44%,18093.5703125,HIT TP 🟢,7.00%
2024-05-02 00:00:00,DXY Index,1D,SHORT 🔴,53%,105.30000305175781,FLIP 🔄,-0.24%
2024-05-01 19:00:00,AUD/USD,1D,LONG 🟢,63%,0.653190016746521,HIT TP 🟢,2.00%
2024-05-01 19:00:00,GBP/USD,1D,LONG 🟢,58%,1.2539342641830444,FLIP 🔄,-0.30%
2024-04-30 20:00:00,AUD/USD,4D,LONG 🟢,55%,0.6571398973464966,HIT TP 🟢,2.00%
2024-04-30 19:00:00,AUD/USD,1D,SHORT 🔴,59%,0.6478001475334167,FLIP 🔄,-0.83%
2024-04-30 19:00:00,GBP/USD,1D,SHORT 🔴,58%,1.2490164041519165,FLIP 🔄,-0.39%
2024-04-29 19:00:00,GBP/USD,1D,LONG 🟢,57%,1.2559815645217896,FLIP 🔄,-0.55%
2024-04-29 00:00:00,S&P 500,1D,LONG 🟢,47%,5116.169921875,HIT TP 🟢,7.00%
2024-04-29 00:00:00,Nasdaq 100,1D,LONG 🟢,51%,17782.720703125,HIT TP 🟢,7.00%
2024-04-27 20:00:00,Silver Futures,4D,LONG 🟢,50%,26.48900032043457,HIT TP 🟢,7.00%
2024-04-25 19:00:00,AUD/USD,1D,LONG 🟢,63%,0.6523199677467346,FLIP 🔄,-0.69%
2024-04-24 20:00:00,S&P 500,4D,LONG 🟢,49%,5099.9599609375,HIT TP 🟢,7.00%
2024-04-23 00:00:00,Gold Futures,1D,LONG 🟢,57%,2327.699951171875,TIME LIMIT ⌛,1.12%
2024-04-19 20:00:00,GBP/USD,4D,SHORT 🔴,53%,1.2453300952911377,FLIP 🔄,-1.76%
2024-04-19 00:00:00,US Oil,1D,SHORT 🔴,42%,83.13999938964844,HIT TP 🟢,7.00%
2024-04-18 20:00:00,AUD/USD,4D,SHORT 🔴,51%,0.6452862024307251,FLIP 🔄,-1.84%
2024-04-18 19:00:00,AUD/USD,1D,SHORT 🔴,58%,0.6424699425697327,FLIP 🔄,-1.53%
2024-04-15 20:00:00,EUR/USD,4D,SHORT 🔴,54%,1.0644185543060305,FLIP 🔄,-1.40%
2024-04-11 20:00:00,Bitcoin,1D,SHORT 🔴,42%,67183.85,HIT TP 🟢,14.00%
2024-04-11 00:00:00,US Oil,1D,LONG 🟢,40%,85.0199966430664,HIT SL 🔴,-3.00%
2024-04-10 20:00:00,XRP,1D,SHORT 🔴,44%,0.6089,HIT TP 🟢,14.00%
2024-04-10 19:00:00,AUD/USD,1D,SHORT 🔴,61%,0.6507201194763184,HIT TP 🟢,2.00%
2024-04-10 19:00:00,GBP/USD,1D,SHORT 🔴,57%,1.2537612915039062,FLIP 🔄,-0.18%
2024-04-10 19:00:00,EUR/USD,1D,SHORT 🔴,57%,1.074171543121338,FLIP 🔄,-0.15%
2024-04-09 19:00:00,GBP/USD,1D,LONG 🟢,58%,1.2677645683288574,FLIP 🔄,-1.10%
2024-04-06 20:00:00,AUD/USD,4D,SHORT 🔴,54%,0.6507201194763184,HIT TP 🟢,2.00%
2024-04-03 19:00:00,AUD/USD,1D,LONG 🟢,63%,0.6568998694419861,FLIP 🔄,-0.94%
2024-04-03 19:00:00,EUR/USD,1D,LONG 🟢,57%,1.0838346481323242,FLIP 🔄,-0.89%
2024-04-03 00:00:00,Nasdaq 100,1D,LONG 🟢,47%,18160.189453125,HIT SL 🔴,-3.00%
2024-04-02 20:00:00,AUD/USD,4D,LONG 🟢,56%,0.6587702035903931,FLIP 🔄,-1.22%
2024-03-31 20:00:00,Avalanche,1D,SHORT 🔴,44%,51.48,HIT TP 🟢,14.00%
2024-03-29 20:00:00,Chainlink,1D,SHORT 🔴,42%,18.951,HIT TP 🟢,14.00%
2024-03-24 20:00:00,AUD/USD,1D,SHORT 🔴,61%,0.6515804529190063,FLIP 🔄,-0.82%
2024-03-22 20:00:00,EUR/USD,4D,SHORT 🔴,52%,1.0838228464126587,HIT TP 🟢,2.00%
2024-03-22 20:00:00,GBP/USD,4D,SHORT 🔴,54%,1.2637910842895508,HIT TP 🟢,2.00%
2024-03-22 00:00:00,Silver Futures,1D,LONG 🟢,53%,24.691999435424805,HIT TP 🟢,7.00%
2024-03-21 20:00:00,GBP/USD,1D,SHORT 🔴,59%,1.2661913633346558,FLIP 🔄,-0.12%
2024-03-21 20:00:00,EUR/USD,1D,SHORT 🔴,55%,1.0862362384796143,FLIP 🔄,0.22%
2024-03-21 20:00:00,AUD/USD,4D,SHORT 🔴,53%,0.6515804529190063,FLIP 🔄,-1.10%
2024-03-21 00:00:00,US Oil,1D,LONG 🟢,45%,81.06999969482422,HIT TP 🟢,7.00%
2024-03-21 00:00:00,DXY Index,1D,LONG 🟢,57%,104,FLIP 🔄,1.25%
